booking_uuid,auction_corridor_min_price,auction_corridor_max_price,auction_winning_price
8ba8e1fd-edbb-4803-8a5d-3d981ffc44fd,70.72,84.46,105.97
8ddac422-7a6e-41c3-bb9f-0e042d338e9c,118.16,148.69,118.16
99877c5e-3b17-452e-8f66-ad7ebb422514,141.04,170.30,126.55
99d82209-0480-44e5-a5de-67601e576f7a,95.80,113.71,164.18
c43f48ca-1247-4b15-91ee-8b918bb9ab6e,50.31,61.63,56.56
bbf55161-88d2-4ef4-9a55-5c5c6b5e8da0,167.22,234.11,234.09
cf1fed8d-cf0c-4562-9c85-ef8813936ce6,111.38,132.90,156.74
f4ed30a7-5b47-40d7-8018-5a6b878fc691,49.87,60.46,55.00
f7e229b3-ece8-499c-a6e8-3340d251f334,31.06,39.39,50.00
7c4a57cd-64a4-4644-834e-96b3b03db85d,67.52,72.39,84.11
851b85dd-3f21-4889-9a9a-d5189e0973d2,49.76,62.21,85.06
b2adc516-8d47-4558-8f8e-e91cd54a514e,70.00,99.00,70.00
a331ff93-6326-4f52-af4a-ec68885e8840,89.08,124.98,132.67
387d3cd4-215e-408a-9e2c-0d9437d330a6,78.19,96.24,78.19
47c8545f-f092-4e42-9c93-bd5bf81a6e74,96.82,112.35,143.91
6493bc84-50fe-456a-9056-0a45ddeb3c97,98.88,117.21,98.88
6df1d3ed-abb1-4e6b-a4c8-2f693e5885d1,96.17,115.70,96.17
004e7d38-dadc-4f1f-863f-cb75398f11f0,59.13,72.65,65.00
400e98e1-36a8-469c-95d6-fc57004e8958,92.80,118.15,95.61
c9ad08e0-0852-4872-8f94-bf86246fb9c3,87.51,102.71,105.00
ce2d2276-6be9-4dc8-b9ec-5ce46a716f67,60.50,89.09,60.50
d1ddaa61-a331-4eaf-8357-83ce477eeed9,46.76,64.49,112.92
d5b8560a-a6f7-463d-b2c9-196be2cc57d3,74.68,91.28,91.24
dce4a5ee-cc58-4270-9690-c68af04a2142,89.70,108.06,89.70
8026b9c1-407f-42b6-98ad-4bc1f83e9799,79.65,84.07,83.04
a707413d-8599-4634-96f0-23bf352baee2,74.84,103.95,74.84
bac91913-feec-4509-a4c6-55a690d8679d,59.44,73.34,69.86
ed16bfaf-2d93-4ea3-a081-1e52d7d079b2,49.95,62.85,49.95
6e4faeb3-97e1-492a-9b77-b6091eb023e6,94.68,113.46,94.68
73bc6c78-72ef-402f-8867-23beb44706cb,67.30,93.47,67.30
7ec5cab0-63d5-4482-8adb-97920442f46f,89.40,119.20,89.40
8acce9c8-0e35-46a2-8406-89933ae2d2ae,78.17,92.90,126.70
95887fbc-1d03-40ec-908f-41dd1b08c6ff,57.07,70.36,96.62
a2af571e-a142-49a7-8a54-7fb339091108,66.79,81.63,92.47
a864e56d-b631-4780-b93a-23e04a888ed7,94.10,112.60,94.10
ae32c8b8-b2d5-4282-93e9-72f143802419,133.42,162.62,133.42
aee41d92-b1da-4dd3-8ba1-1914fd4760ea,77.60,80.93,77.60
51d55bec-75a7-4b9d-9b09-87d624b87017,70.88,85.26,90.00
c26b9e75-86db-4dd9-b06b-81ae37bebf61,98.54,116.77,103.64
d3570852-3848-4239-9ba0-7454b900e6ac,42.21,53.88,49.95
e0e061e7-89e3-4886-9475-bfe002ee506b,104.52,120.65,104.52
ef4b6f5a-5ee2-4639-8da2-18f6debcc1ef,79.99,98.93,79.99
f5477437-6989-4cd0-a6de-4380dc84fafb,77.63,95.38,77.63
85879cd0-9a6a-4ef0-a49c-b346542f3e4a,63.94,110.82,100.34
ad6367bb-48fd-45c0-920e-70e0e6d3154a,52.56,63.83,60.00
c1fbdfa1-f03f-4300-b171-545bb8d1fd5a,81.05,95.27,81.05
d7819732-2394-4c58-99c4-ded6e3dc4e61,121.21,153.21,121.21
8e8809c6-0b69-4f59-890e-74cb1729ae14,67.80,80.65,82.00
ade62d99-2d6c-4389-9507-2b74620073cb,141.55,184.76,141.55
bec64f49-6c92-4d83-960a-f20641446b72,69.18,82.81,103.80
cf0a8a72-83d6-4a9a-affe-cd0235285db2,32.98,38.79,51.00
cf16ab59-9179-4552-a44e-556df84b3d4d,39.46,46.85,60.00
dc17e74e-7aa6-4c30-a63e-b71386f476b2,89.67,107.78,89.67
de1badcc-c531-48e5-bcfe-189bb97b27c1,71.87,93.81,80.00
fa0115f5-be71-4f92-a3df-f0b947dd86c0,58.09,70.96,58.09
1f3ba435-537a-4b83-87d3-c7759cd0d4a4,134.87,154.40,134.87
3dcd03db-dc73-480c-8d5e-b1256f102335,70.66,80.31,70.66
52db532d-d26f-46bb-9124-9eb73c69074c,75.21,142.90,142.89
63d14755-cf21-4c20-b5b0-40978830591b,100.74,141.54,100.74
3af5c20b-8422-4d39-85b1-bf291d454e70,83.88,97.39,97.39
3e6978d0-ad4c-4e84-8065-7bf0f587d327,50.77,67.69,50.77
0d2bddbb-66d2-4b5a-a901-c4e52efe8c21,51.31,63.47,53.50
0fa80bf7-ea3b-42f4-86e3-75cc1e946a1b,162.51,216.68,241.51
24109db0-0de0-4610-abf2-bd16badcb48d,179.79,210.43,179.79
48ae6240-9424-4ce0-9713-e8015cf9381d,55.89,74.52,55.89
4b73bf30-ce8d-42ad-9762-c0e32503d8cf,131.42,170.07,141.34
56cff501-1252-4152-ab13-3fcc2346a703,98.36,106.18,98.36
6220bbda-b945-48de-b170-7d3ba3173421,62.43,80.16,70.00
712b33ca-2b8a-4a5d-ae40-803dc4f418c7,430.00,490.00,490.00
736b84ef-8a7a-4efd-9bbc-d06ac2a476dc,96.31,110.54,119.00
042b9b8b-d208-48c0-aed1-d9278a95b0e7,75.34,96.23,75.34
0d92875a-6c0d-4133-8702-01155cd878b7,90.90,109.99,90.90
19eec0f4-490f-4f4d-b862-f4ea1e9fc954,78.47,82.25,78.89
24eed6c3-b278-4632-90a9-2d7aacca07f6,171.51,236.21,239.99
3d38d5ca-e639-4779-b042-7cbc0d0628d0,87.46,97.27,93.00
3fe80df6-db3d-45e2-aef5-0eac0a3c587b,94.67,115.71,121.30
4eee7eb7-9baa-4859-9680-a72731fe7652,106.49,127.18,106.49
51b46a41-8c79-4c64-b27e-9371cbf4ca32,114.85,158.09,148.42
03639f10-1684-437a-a1fc-ed0f87418df2,61.39,80.89,61.39
41ba920e-aa67-4c7a-b992-2670d4d8e1c4,71.56,86.28,95.00
50716c70-dd9f-4a6d-96f6-5864e4f5470f,88.19,111.23,100.99
7c71a285-2159-4e58-9841-197d05999a8a,32.32,41.93,45.00
a6123773-f328-4736-9e80-e1abaa1031fb,91.80,104.01,96.00
b119356c-1e21-49c5-868a-fc1058f87bb2,110.57,147.43,147.38
ba1cd811-2827-4087-9e61-7baf5a076aa8,56.13,69.65,74.00
d706af74-8b84-4eed-b6f9-739c5ff31c2a,56.24,74.06,65.00
16c9b320-7bbf-4aa9-b7c1-7b9fb3ef2aae,44.07,60.10,80.00
2e010fec-9cee-4de7-b257-3b7963b46a5f,102.41,117.76,102.41
3760d609-421a-4fce-a422-ab02749cd118,58.50,78.00,58.50
29b7dbe5-d373-42f1-ae51-00f0dec8f36d,110.89,146.89,137.00
31d0d462-edf0-4e6c-8f83-3807b091c305,77.11,94.61,77.11
dc935f89-a780-4751-8707-d45fd1d8d3d9,84.78,101.16,84.78
b1d3c725-aa0e-45d1-ad2b-8d3532101265,148.91,214.20,214.10
c6a67c1e-3e23-499e-b2f3-6d1dd638dcc4,60.00,70.00,69.99
cce25a04-44b9-480b-a9b1-aba69984e102,87.47,113.71,87.47
d34bbf7f-bd92-48ce-b769-403294d9402c,134.50,153.99,134.50
a4cb3565-2413-4c34-8874-47dbd7cd390e,95.98,126.31,129.05
c033cf83-a702-432d-bb85-1cedbecbb1f1,52.47,64.13,52.47
c7b88003-e30a-47ea-941c-efac617f1814,82.94,89.97,82.94
f53ed1f5-c75d-4de7-a50f-1fc16f74e1b7,84.80,98.88,105.52
ff0b0d1f-bd4d-4915-8a57-f243d1155e8f,97.00,114.11,97.00
01c677c0-46eb-42dd-8ff8-50bedc72c98a,113.69,158.68,184.55
03c9226e-0d20-4177-88f9-27fa73c8308e,60.20,73.44,60.20
15d70fc9-171d-44ad-9e42-bbcc67399947,76.54,89.49,62.75
248fdb25-837e-4e77-acdd-71bb02136402,127.41,252.38,229.00
28c6f72f-35ed-4a5a-aedd-8d4829da8ae9,99.98,117.97,99.98
29059119-409c-4eef-a0e2-050c3be86984,141.57,188.76,162.53
89ece510-cd8b-4666-8bc6-6096550aefe3,72.70,87.74,100.00
92ba79b6-0113-4861-9ac4-a310a4c359c7,50.47,58.02,50.47
981e0817-6bf7-47dc-9e02-38987735c325,84.33,111.08,111.08
9ae2a512-fcc5-44d8-aae3-61014a345593,86.64,105.25,86.64
aea0b3d7-6209-4931-a491-dee9764a876c,96.00,114.80,170.70
b16525ca-8a62-4e3b-863f-48391df10f55,69.70,87.82,69.70
ba6d7bfa-3892-41a0-a5b8-c429f760c815,81.88,105.74,81.88
32a14c62-6ed2-4f41-acbb-a6289ea647e4,110.67,132.10,110.67
5020b5ed-fe2d-452d-8411-828f93bcb0ee,59.23,77.69,80.50
60259a87-c8b8-41c5-a075-d99083969477,41.43,52.44,41.43
3a013cbc-8c06-4cfb-a80b-e831f5d9fffd,70.91,94.30,70.91
42d71b5e-1a9f-4b9b-9902-c74c9bad7174,118.74,143.19,118.74
484d2d33-0ff5-4c5a-8903-ad7afd1596fb,60.00,72.23,101.99
53e1989a-66e1-4822-9c97-55b8733dcb29,61.39,80.89,61.39
5c758f73-2a6a-4ce9-bd59-141dd028fbba,68.85,88.15,68.85
6ee7d7ca-b52f-4746-b7ae-027e7897131a,563.26,728.93,595.42
0be0b5b7-5b70-4290-84c1-fb4ff7b0827c,94.26,142.77,94.26
0ed90c1c-09cf-4965-808f-df618d64da1e,40.10,51.00,40.10
47aebc7a-ae75-4c4e-9af9-23d9265a7a9a,64.65,75.81,80.00
61d7ad68-cd77-4295-86e4-f2d96d8e4394,400.65,446.10,400.65
6af76e2c-99d6-4fea-847f-626c962cc3f5,78.56,100.18,88.54
6f0d3275-fa4b-49bc-ae24-2506fd13e2af,102.86,121.01,102.86
9da73d6b-60f7-435d-83d0-b0570855b537,61.28,77.14,61.28
aedce96d-33a4-454c-a6e1-6dd75fa87187,138.87,163.77,138.87
cdf5be47-cd45-4d8d-967a-c529da722230,85.59,140.79,85.59
180b7184-f88d-4186-bad6-1ba2f6677061,92.28,108.71,82.00
3f9183b4-9292-4b37-b88a-642dff753f0b,29.91,36.27,39.90
45948ef4-bea5-44f1-81b1-fe8ef532a59e,49.50,60.50,60.48
4752447d-c35a-40e1-8704-46817c9cbd9c,76.75,94.07,76.75
577f046a-7a96-458a-aa4d-231ec7dee7f2,96.64,176.08,191.55
62dd7884-4568-4abd-a0f6-ed043eaf03d8,64.77,84.86,84.16
7a2fc7a2-da1a-462a-bdba-22ed9cdbc5e6,89.83,106.18,89.83
895b0d3f-9543-420e-9994-64a2696a991d,61.87,76.04,89.00
8c96838e-6145-4f5e-a323-dcd9e8003aa3,87.29,102.38,87.29
9c4ec913-904a-4f73-98dc-530c12014fdc,246.30,314.69,246.30
aecc2f93-6871-4050-b1a1-7d59ef779c43,123.87,157.24,143.00
b0e0ffa6-518b-4678-bc9b-ed87a18cd1a1,69.96,107.58,96.66
c6cf6c55-9a32-431f-a67a-9de418e9ef77,79.07,101.65,92.00
a25e655a-521c-454c-8398-7867206dbe62,80.88,85.95,85.36
bb282b70-053e-4164-989d-999a3a4b09b0,37.89,47.90,43.00
c8d2c21e-5b8c-431c-9d11-2d1a6c90b363,58.74,76.03,58.74
35bff94f-4816-4404-90ce-3e893e3a03ec,76.07,93.05,89.23
57c6550c-cdb8-403b-b171-091c378bd0f3,53.00,65.93,53.00
57ee9b4c-ba60-4243-b958-9bd783708fc4,51.09,63.96,51.09
5a9a471b-8761-4984-9352-f61f935854f0,98.22,120.04,98.22
06003eda-890e-4492-ac52-e6efb31a0e20,132.92,190.33,166.10
18fabef4-5b50-4120-ba2c-9137dd102cd5,70.60,90.21,90.21
1abd87b2-244d-44ae-a249-c8a593f01170,92.49,108.08,92.49
2c4299d1-3d71-4a69-8ad0-4010ff29f30d,36.82,54.09,52.10
046fbe75-048c-4d01-94d9-287da382e5e0,262.59,311.14,262.59
1b5993f3-8ef8-4538-81d0-e02516dcb245,61.89,72.33,72.33
230385b3-a509-4984-af60-3ea9d6a2b58f,55.76,73.34,64.49
2ec58898-8609-4027-a7fb-8e36aaea36aa,64.05,85.40,85.40
d717195a-01d2-4742-805e-fc2ba1595fe5,100.96,130.39,128.00
db33c752-d0d7-46ab-bc3a-da1f26ec45c5,105.53,140.71,160.00
eb3015bb-d1d5-41a3-b5d4-5c1fc1e59aea,43.68,56.01,49.16
ee711e40-79bd-4aab-8f00-183e32ed9f7f,77.26,120.00,77.26
71de3c7f-68b2-44c0-bb7e-78b86aaa9137,92.00,101.63,92.00
8ae12e97-3b50-4837-8246-3d5f38a0c0c3,221.00,257.12,323.04
9ecab64d-71a1-4e20-988c-fd1905bbbb74,50.31,54.75,84.00
a3cbb37c-f8fb-4256-9985-117f66d3c15d,65.41,78.78,98.49
0958b518-97e1-453e-92a2-5170d03452fb,52.67,66.25,52.67
0aeec3db-2da9-48a2-9413-6e4230c1aca4,75.88,91.75,104.56
187a642a-50b2-4d7d-88a3-f34d433c6ead,157.82,242.73,223.83
3564e1fc-da8b-458b-a63a-ece77bae005b,54.82,71.71,65.00
728b8a52-bc4b-482f-be7f-ad7c75c33d27,70.87,85.80,113.91
84fa2240-377f-4929-8a5e-b4f71fd21447,33.33,43.21,41.00
8d4a26ed-a6aa-4438-9aa4-23208dee52b4,93.78,112.03,93.78
c01d09ef-eadd-4d7e-9ca5-ea1c47057ae3,98.34,118.95,112.08
dc359f22-8acc-4a47-9763-1b049c0b6979,75.49,97.57,93.78
de20d602-da2c-4ef3-b1b8-13a3778db554,106.33,137.34,106.33
e57f0f0c-b2bf-489f-ad66-e324432b102f,58.09,70.96,80.44
0d9e4382-6cb7-45d3-9a8c-ebe6f9b326a5,79.73,94.57,79.73
25fb9851-ba4e-46b3-81d2-ef853d1f3bff,89.18,99.63,89.18
65507ffc-c6f5-4417-a71d-d43110051f92,47.53,57.10,63.00
7f6a4e91-7ed3-4ef0-976c-e2b64f5bbdcb,87.26,112.92,87.26
80308237-220a-4f26-ae45-d06d88184bbd,87.67,110.45,100.00
92944069-dddc-4a6d-8f72-baff2651f6fe,155.23,220.32,155.23
d1f7d84c-8d4e-45bb-b2da-c15520dc3ce2,48.00,80.00,80.00
de08097e-c567-45d8-bdf8-4ebf181ca5f2,84.65,92.31,84.65
edfd25b9-1442-4f83-bd0b-bf35533eb6b7,95.24,114.30,95.24
f634cc1e-4fc7-4829-8e84-22be6527920c,50.36,62.24,53.50
fac0c99f-314f-4fd5-a417-266104f63074,93.24,115.17,93.00
44797ccd-a485-4782-9198-3e727bb47398,100.46,111.08,100.46
2e8ba6cd-fb1a-4c2b-b710-0b56abf6e0a8,74.80,89.29,107.17
53c16571-9f99-497d-b8a7-4b3fa8553ec7,124.56,144.11,124.56
578d255a-0eec-4a6b-a2da-bea298b3721c,53.43,63.46,55.65
57ed8a9e-73a5-42a2-b5fc-124caf5208c2,83.35,107.39,83.35
5a71a7e9-8e1e-4b6f-b442-b33b595af407,94.09,120.09,108.60
2c79a3a3-ae3f-4af6-b119-38304a34034b,156.93,183.33,156.93
164eb8e9-9392-408e-97d6-be4e0617381d,63.00,72.45,63.00
2d534997-e583-453b-9bfd-3ed9f528384f,59.23,77.69,81.64
31cf2482-7caa-440f-811d-383ba0f3424c,78.46,96.24,78.46
97abf1a7-88fd-4653-b35e-edb0a0998530,55.07,67.17,70.00
b5f688fc-0fef-48e8-8049-e547c4717fc8,110.49,131.85,110.49
ea803c67-b872-45f8-a056-ef3037ebb542,49.21,62.35,60.43
38d90ade-3cb7-498e-8279-dd80078fdec2,86.33,94.62,86.33
57490d39-3048-4904-84c2-f17b234779fb,54.49,85.97,150.00
599b7fa5-6089-4cdf-b83b-5d7d07350a14,77.87,101.28,77.87
6e4dfbc5-5fb6-490a-92e6-8051bb42f0a5,67.35,78.34,73.00
93252bac-25e8-47f8-ad32-106139ddf20b,118.25,156.31,118.25
9cf7d13b-103d-4629-bd40-c7380f1ce7ba,34.62,42.03,51.00
a9626bdb-baff-4d2c-9cce-20f441026fda,70.79,85.98,70.79
bba6b3ed-9907-49d6-8b12-c3c10d4e34df,94.32,123.62,94.32
1e149f2e-3981-4a3c-8ef6-41fd7034334c,116.63,153.90,150.00
36b31086-aade-444d-96ad-31d6067eb4f0,71.22,93.99,108.00
5c55350a-8c75-4a16-8f0b-a4915f969a6a,62.44,91.80,91.78
7258782a-2933-4395-ab37-8e6257e8f951,78.15,100.32,92.00
72598d52-b650-4ee3-b35d-0405d2c52fa0,82.35,89.17,82.35
5680ec6c-9a26-4240-8c32-20f3d6848f11,96.49,117.93,96.49
576209b9-d2a7-4e9c-bc50-52f2720d3cce,36.87,52.00,51.99
61adcef7-11bc-4bf5-94bb-b7149ac0d6bb,61.39,80.89,61.39
6464f72a-76a4-49c1-a770-eaba015906e0,110.66,125.88,110.66
6bcad9b7-ea96-4e65-ac71-a7291334c2a6,180.56,252.53,180.56
73aee256-a499-4b7c-ae3b-91026495ff2e,70.17,101.99,101.94
7e5ae0b8-d799-421c-a465-599e594d108f,299.68,375.49,299.68
91042e02-e90c-4b1e-ad51-a4d7d37ab084,267.11,326.47,326.47
a0ba0bfc-16f3-42f8-a347-4cf1c0bc6af7,114.95,133.35,125.00
b351af59-26c9-484e-9d46-bcf217014fd8,76.26,98.56,94.64
c194eb24-bb37-431d-b9b0-9bf77a607fbf,102.86,121.01,102.86
ec472b90-840a-450e-889b-0e75d6f922cc,75.47,158.80,120.00
c4c92225-eeb3-44c2-abdb-d40e0658fc95,89.48,105.66,99.80
d5b2cb51-96b4-475d-a09f-9b659fd5e976,176.64,236.41,219.74
d9f22d47-7a12-4e44-a3ba-d18457134907,110.22,145.31,145.23
facee997-77ab-404b-b5e0-4c3d0704c226,96.21,116.46,96.21
8bbdb9c5-7934-45de-9aec-254c08a08a99,75.60,92.34,90.00
a1bf2f7b-580a-4d84-bd37-83a53d63afcf,49.76,62.21,71.30
b01f8884-651d-4aae-aa36-208b2075c0db,87.56,110.28,87.56
b830964b-a552-4828-8328-410abf8f1388,67.20,85.11,75.16
be076ea4-f77c-40af-afb1-53d547fe22a8,65.27,84.28,67.38
c2d90435-46e5-4e1b-ba5d-24a569868aa9,94.95,107.68,96.00
d451b31e-c6f5-45fe-81dc-0a29f0e47e77,51.26,80.62,51.26
a1883d45-643e-4007-ac7f-8869ea3d8271,60.00,76.00,75.93
b4376187-5e92-4323-a046-73a94becf98e,44.33,53.67,44.33
b4bba4bd-0e39-497e-9b8b-d33eeaadfdd0,30.59,36.71,30.59
833d0f53-fb21-4997-90a9-03880c049c99,107.71,122.56,107.71
8511ec7d-0692-4334-916f-f798b1deadbe,77.60,95.35,77.60
a3fddd1a-394a-4754-bddc-854c0e058a68,76.09,92.62,76.09
0faeed58-9fae-4bfc-9c76-30e99dcebaf8,40.10,51.00,50.00
2fe008cd-5e49-4248-85bd-3db5e9e57ca5,106.01,122.93,163.26
0a10d3bd-80bb-4837-af7f-cab478a17f64,87.19,102.54,108.48
0da7d95d-b5ca-495a-97f1-f5c1b3c77643,80.62,86.79,80.62
5068c642-fa10-47a1-b51c-698e05b8dbb6,80.16,106.88,101.71
558e9b04-7806-4b76-aaa8-8a29e50577a4,61.54,74.65,93.05
6ed40028-b678-42ec-8117-13156f85c0f0,144.01,161.31,216.22
79356540-884e-456b-b6e7-ce7d1db03eb0,142.87,180.48,142.87
b10581a5-d3bb-4ef2-af6b-ac3577378fda,65.69,84.87,65.69
b5af26f9-0a1a-4cc8-bd5e-f1d898a992d2,63.01,73.95,63.01
c84ab652-e420-4867-b0af-8507c64cf6e0,59.25,71.84,59.25
d5ddc452-e604-4c13-98dd-dff828896abc,92.73,111.77,92.73
7884636a-524b-4fb1-89dd-8b41f71660e0,124.27,195.26,132.15
862003d2-95b3-45e7-af01-c8ebb5bfecee,125.39,191.55,210.00
93da373a-6771-4478-a21f-f9d13ff4afa2,100.75,123.13,100.75
9729f9e6-3cd5-4ef6-a7a0-9a7296ce3854,53.59,71.13,65.00
b0e3a0e5-a12b-4ebb-b369-dfb7700f7db7,80.63,103.93,80.63
12942490-ecbd-4744-860d-a8ce4de203d1,61.59,76.99,75.27
2805db00-08e7-4005-bb63-6596b1067a68,70.30,89.83,77.00
370612c4-eb55-4dca-8423-0865c3b6ecdc,113.35,141.47,128.00
4f2552a8-cecd-4d8b-ba40-815d7a336001,92.85,128.75,144.10
75087c9a-3911-4538-8a9c-dee95594a9c4,37.50,47.96,60.00
8b234331-af5c-4c7f-87d1-334ff3ff9636,90.08,100.86,93.00
8b983c3c-c41d-4576-85f8-5bfe49d2aa0a,73.69,89.48,90.00
8b6b6b2c-32f1-44f9-a30c-1f810af70880,75.82,82.72,74.12
8d640a53-4460-47da-96f4-ecd5331480ef,185.63,209.69,185.63
b09d540c-9fac-4ce9-9743-cbf88f515d21,202.58,255.51,247.06
bb31a600-4b02-4e9e-95c9-6a4bbf65978a,103.26,114.75,103.26
be02981e-f082-4bb6-a3f2-a83cd74bd0e6,53.97,70.62,62.15
0973ae81-469f-4269-b146-7cace17db38a,94.01,112.45,94.01
0d26c44f-1db9-4d7d-b94f-842941fb77e4,85.75,149.15,85.75
10d339a2-c584-4c40-bcf1-a13739363bcc,98.96,113.65,98.96
110ae09f-daed-4320-84d6-ea7a29f0ccda,180.72,250.42,300.38
16b09b7c-6a30-4fd5-aadc-d4d9eba2e8fb,72.04,94.06,72.04
19a5c237-1642-4090-adfc-468005e46c35,90.00,110.00,109.98
23dd4507-cf7a-4643-ba9c-b107af0d6e40,99.75,118.36,82.00
325bc0ec-757f-4750-ad1f-47537e2b1552,82.35,106.43,82.35
36cccbe3-cca7-4fc8-870b-3f18a1fa414f,109.46,123.64,109.46
9f84a710-1435-45c2-988a-d28165598ac2,64.76,78.01,64.76
c04d5434-ec3d-44b9-8a37-a948f7830a2c,69.35,81.77,69.35
ebc8fb5e-9c07-4bd4-b1f3-50a8f98c3d6f,74.47,84.21,74.47
00f17e7a-39e2-4ed4-830b-83f828dc1a95,70.46,76.91,70.46
1505b541-6f45-48b7-b1b1-59453f6ba138,130.00,150.00,150.00
1d7a52e0-a2fe-409b-a13d-f31b0ec2481f,79.87,102.40,79.87
1f6386f1-672a-47e8-bd07-3a44ab6c0a3f,83.44,96.61,83.44
42796d5d-6f70-400a-9a3f-0bd77beafe1b,44.87,54.84,51.00
45e26525-2209-4404-a5d3-6637622ca38c,92.49,111.55,92.49
50f0a988-f394-4991-8eae-610e08d9e9f0,120.88,147.33,135.00
7c114066-c03d-4551-919a-8b32ded45add,43.50,43.50,43.50
830e814c-e5ba-4ba1-b64b-2e5c7d0dbb0d,49.57,66.15,64.29
8839eaba-c5c4-4676-801c-0a0f0f6dec67,53.77,66.82,91.96
95b4a2b5-9903-45b1-a67e-8291a3568617,47.85,47.85,47.85
95d4ef27-6682-419a-8d15-752a0eef1134,114.96,227.67,114.96
9744be75-d3d9-42d9-9ec4-24115fa8b961,86.21,107.65,137.11
aca91881-4d57-4970-8f6d-f3966aecc72d,80.30,105.71,80.30
787685d7-03a3-4ead-9d48-2d359de127c9,97.40,110.54,97.40
912c9bef-9817-4f51-a939-c7f1d1595beb,65.76,72.76,103.73
3dac4c7f-ac5a-4698-8650-adcf6afea364,67.98,82.56,67.98
403c7315-18b1-4586-a9a6-a64d05371a29,65.11,81.95,77.27
404c6266-bb12-471d-b6d6-76d08e424980,77.38,103.57,109.36
506f143c-9f8c-4262-9906-4567791e321a,75.22,97.41,75.22
73462710-0518-45b2-bb17-9906bccac1fe,53.43,64.23,57.03
017ef4a1-5b54-4f58-96be-73e2494a1738,63.79,78.98,63.79
14f2e540-c547-4900-ac38-45c1f0ff437a,116.62,157.64,141.00
1cf13a49-a53c-4c31-aac3-3974a943b61d,60.53,76.63,98.21
23c40796-203d-4e6c-afc3-4e1d0a4a11ae,56.08,67.45,70.74
28856425-f78c-460d-8419-7955b694df8c,76.14,93.16,90.00
fbff2c48-ac48-455a-a272-ba63bb641364,85.52,104.48,84.00
ff455a0f-1cae-4864-8f87-b71b38c99aa8,101.91,176.65,119.85
2a7432d6-83bb-49a8-adf7-835dbd2c86da,51.09,63.96,85.72
35ac92f6-f8e2-4ae1-bed9-a8f94087ff55,76.24,101.65,95.98
432946e7-6cc2-495a-a0bd-491e4a2d4237,95.44,114.60,95.44
6903a023-0cf7-4267-997a-f685490d7e88,77.01,94.46,92.20
6a821f0e-cf16-48e9-b344-4f9f4bb3ad06,63.86,78.06,82.85
6fa75cc0-67b9-418b-a7e8-09b7c7162401,111.21,132.81,111.21
7e0c60ab-6589-473c-ad40-7960b0c5dc26,67.27,82.92,102.62
814338b8-a071-41b3-9ac9-945b29cbb108,90.00,100.00,99.99
a8f63437-d7a7-49e6-98f1-6f96fc80a6d7,143.22,241.64,230.00
863568e5-4a71-4ed1-bafc-8a71dec453b2,66.29,88.11,79.00
c90bd883-b2b2-4e22-a534-76ddeb79daf7,80.37,97.32,80.37
0905e06f-52a8-4b0c-bfef-380e39851a23,63.83,77.10,96.28
0974cb5c-2fc2-4460-b488-68b41d3d3eaf,71.62,87.54,71.62
16005271-7091-4831-89b0-885bc8caebac,107.27,121.02,107.27
ab52e9d2-c008-4843-9334-69a6aca6e74f,69.75,92.62,90.07
ad427070-5726-4983-90e3-f3e8786c989d,90.88,121.18,90.88
c0653eec-d349-4530-89ad-261044ee66eb,33.68,42.07,46.00
d1c726ce-4e7c-4059-bdf0-0df5096ef7ce,87.80,103.14,105.00
d2b7c6de-c21c-4660-83ff-02110c397ab2,103.18,122.76,110.00
d87cd966-e610-4940-a955-6cb011223cc6,90.00,111.99,107.08
d9fa946b-4ccd-43a7-b214-1bb0a1f01ad4,146.18,198.22,188.03
cf525575-37a9-4b97-95d5-6a0fb3d63e7d,62.80,75.92,105.35
db31ba2f-ff3d-43fb-a726-78e454490ef2,38.00,49.88,38.00
e52566e8-f3ab-4ec5-9af5-685acf3d07a6,58.92,86.43,90.00
e74c3f73-1911-4ace-bd65-71aa00771a77,49.16,61.94,49.16
cdf52723-b1fd-437b-b7c5-706c6ec1bbb7,76.55,94.56,76.55
e014a9bf-42f3-49dc-92b7-c42763ed5b0f,111.07,172.55,190.00
eeffac9f-d1e4-49d9-b5b9-bbc7b0c053ff,78.77,101.94,88.31
06fcc99d-b17d-4a93-a21e-2eaf4e162d97,77.26,88.85,77.26
094a39a8-27c5-4342-94f3-8a17d66f9630,118.18,157.57,170.13
16f1cdcb-bd78-4e32-84ff-f0032664adb7,77.99,89.53,103.17
314f8758-48a3-46c8-803c-1cadf00647af,75.89,101.18,75.89
3abf3667-60ad-4489-b598-f77f402518ee,184.05,221.56,184.05
0274de6f-d442-4eb7-ae5d-35910198a241,48.67,59.62,59.56
1c6de8b6-d8d2-4164-9edd-5cdbe27857b7,85.07,99.04,85.07
2b155a35-2356-4afc-9278-e98abfce9cee,70.31,82.86,70.31
2ea7a4e0-5f49-414a-9972-b8565c0a7e61,139.86,171.34,139.86
306e76c7-6db7-497f-bf42-f652b2f31f8f,78.17,96.20,78.17
3d6d05a0-407e-44e5-a3f8-66ed8dae416d,71.05,95.81,102.77
4135aec5-76ef-4092-aa33-74470e9f8dfc,130.74,187.04,163.25
025d6b34-dfe5-43d8-acc2-38ee9036c3d1,69.38,88.71,128.17
10346aec-20ad-4a7e-b482-730cc04976f7,91.53,102.27,101.05
133f8de5-b550-4684-813e-9849c99f3482,60.47,68.50,58.00
