booking_uuid,auction_corridor_min_price,auction_corridor_max_price,auction_winning_price
048b4605-2811-4ab0-903a-cdd917d4e2c3,496.10,568.85,520.34
0cb65df7-74df-413c-be60-8c11dcd1aefe,71.26,96.07,102.99
102ae289-9fb6-4082-9e86-a4abf1bae97f,72.56,85.05,84.98
10fd8416-a7cb-4496-a908-5972f53c0b28,67.07,80.56,100.84
117b569b-c528-438b-9343-73ded45ab534,56.04,75.51,56.04
16b93b6b-2347-4198-b58d-44d576383e2e,211.53,295.69,332.85
1fd2caa7-2a17-40fd-a66c-05d9a8d25152,160.22,186.26,160.22
2d6536ca-8d01-494e-a8f8-85e092b54e92,77.96,118.51,100.00
2f47eb75-aed0-427f-83dd-de05113aaa3a,63.83,77.61,116.68
2f5579a9-441b-4be3-8ae1-57ab1d81e1da,76.44,93.61,95.00
39334667-2990-4c97-acec-d56ad0a5a4c2,60.33,77.13,60.33
324a59d1-6461-44df-b06b-a3b047f25c8c,78.04,95.38,93.40
3d24df16-92b2-4e28-8780-35248dda5b49,106.92,122.83,106.92
3dc6c090-bd13-4ace-8ec1-48dcdd5f86a7,155.73,224.92,195.99
3e2fcf68-e07c-4c7c-b621-fb4cde5e9f8c,71.33,82.41,75.00
6090c515-6d76-4b39-a7ba-34f641e8c920,58.09,70.96,80.56
61a68c86-7434-4662-966c-358259b5ebf3,107.44,122.25,111.00
1c537c9d-abbf-4e7e-a39b-34d5b0eec427,176.89,244.28,251.04
309a9188-c0df-4edc-a85e-6cc468ef9687,96.16,122.67,96.16
445db8a1-f326-4337-9e16-b0f7801d09d9,108.77,129.58,108.77
49e273c5-86b0-4b3e-a972-31ead27f3478,84.69,105.98,97.00
2a805300-ef07-4608-810e-0dc2704dccc7,80.62,86.79,80.62
2eb8af9c-6e8c-4297-8bba-075c7e74ce7e,81.27,104.86,92.00
3bc11e04-1cbe-4f07-9f36-913752343393,126.19,160.73,138.70
401831ef-c505-4ae7-94a1-11975ba0f7eb,81.13,87.49,88.00
abb4deae-66aa-4c23-b800-d1617c5af1ac,153.54,209.26,153.54
ac77d342-22d6-46bc-8fe6-aeda533a80d5,81.14,95.42,95.42
d7a7d49c-91b9-4182-8d4f-a629a7f60ccd,50.47,58.02,68.00
7084a57b-d815-4b6d-9d63-b9bc00aefc73,108.13,141.14,108.13
74e272cc-5d91-446b-a6b4-586c03b677e2,82.46,106.58,95.86
05b3a4dd-df06-4bfd-a7ed-c35504294faf,97.35,118.11,122.20
6c3c99f6-bbd6-4649-804b-37f770ba1d4d,170.59,234.78,245.10
70d31657-29dc-47f3-9e7d-ecbf568ac3d4,87.78,103.45,109.21
04ecd2a2-2ab4-47dc-a83c-9cb9a0f25fb8,51.09,63.96,51.09
20df9199-988b-4142-a7bb-f2555428ab84,74.12,91.72,122.26
2d1207f2-a79e-495e-b85c-8b5df8fa6df1,111.55,130.28,111.55
8019d3ad-d52e-415e-ae8a-260c6ca3afb5,58.92,65.95,58.92
b5271729-2f68-4a70-b999-a0ec486b8528,63.94,80.17,75.85
b6560999-e575-40fc-bc12-c19f8a7ee3b3,36.87,52.00,46.95
c3ab6582-1480-4464-a463-bcb5cf40deab,74.53,85.33,74.53
cc478f5b-5527-4744-af48-baa3be89d284,108.08,134.55,116.90
9a9adef2-2156-4655-a94f-24481bc20c35,117.53,168.12,176.94
a9c36a3d-a5a0-4867-a8f4-45b1f19e8dd8,49.71,59.95,56.70
dc2ebb8d-c4ab-42d0-8553-d45f3fc07597,78.45,96.62,78.45
f191feea-4ce2-4631-b217-a295977bf596,60.01,74.21,70.69
7d836560-868c-4a46-a9c7-ab2a47a5bd51,194.11,270.34,298.05
82c47c65-f1d3-478b-8c91-475470859c95,81.18,91.35,81.18
90f8dea8-a5c4-44ab-9854-166a577cf22a,48.80,63.40,60.14
a17a9f7b-bf68-4f41-8758-a32da8ee539e,137.38,170.93,137.38
cd635593-b3f7-4d4e-8700-0b2074cb49c6,276.43,337.85,276.43
d5c13048-6c9a-4031-8292-6fbb6cfdda26,82.92,144.41,82.92
0397eac3-da85-46dd-9a1c-b7f60a290024,85.14,111.72,85.14
07eba8e1-0c27-40c9-8242-afdd8ad1ce6b,79.54,92.21,79.54
24ceb7c2-8335-48d8-90a1-a8211ac41383,87.91,110.81,108.60
2904414a-0167-4c9f-83ca-a2f4dca1dc21,81.24,86.51,81.24
2a94c716-a262-434c-ad55-c3cfed6aea2f,90.43,116.80,110.48
32989645-bff4-4fd0-8afa-8558e2f79551,157.03,202.63,189.03
42496afa-3580-4dc2-97ac-9d14fb18b221,64.64,77.53,64.64
44fd8454-2568-49dd-8d17-7316a8ce7372,34.72,54.57,39.12
308412c3-2f32-433f-88d3-dbca5bbfaad3,206.24,288.32,311.27
78599d55-a38f-402c-8668-a14c03aae22a,88.05,102.98,130.96
8a9f1601-8dee-4f39-b008-5d714900f7a9,54.11,87.92,93.50
a172e7df-e82b-4e96-9e0d-c6f21a2e842a,85.36,98.09,90.00
b4c5917b-edac-4c8c-843a-9576e8194add,77.92,101.28,53.00
218a984b-3c41-4c44-98ca-8c0c22da2a2f,195.79,280.08,195.79
272ebd50-c4b9-469e-96ee-664ebdbcb873,80.88,85.95,84.56
460c81ea-4c58-47c3-870d-839e2a7fc600,83.51,108.21,83.51
495e69d6-db8e-4dca-9866-02a44bfdb096,51.39,68.52,62.79
57e09878-4daf-4935-a106-cb489fa44a43,238.40,285.32,238.40
8238fbb3-7425-429e-8ecc-3861537c9f88,55.70,73.12,55.70
8a98cbca-1b7c-4c61-bc23-d7c950b594dd,290.71,320.43,290.71
7e4cf1fe-83dd-4b3b-bf9a-26217f0e3a9f,72.95,86.50,94.04
96420500-4220-4819-8856-e7cde7e13a81,76.09,91.99,104.81
ab46b73c-682e-424f-b467-83538eb9666f,41.09,51.73,48.17
b359cd35-ba97-4cc1-81c4-da3df47a440c,47.01,60.07,55.96
81c9993f-1daa-4e74-951d-4b87a31254e4,76.36,93.49,76.36
824af5ea-5520-457d-82e1-a24107c46d44,115.04,164.71,138.00
b8f64110-ae6b-4d0e-a468-b881a089cb22,30.43,46.00,39.08
c316b586-966b-4fad-a136-16c2d406650d,62.25,70.94,68.97
c723197a-e7f3-49e7-9a70-6de44ddc9c3e,50.56,62.50,50.56
d9d60dc8-697e-4879-bd3e-e5fd76c7d945,190.48,245.08,273.57
e37442d4-0a7e-4b98-9f51-197e9e99b736,70.18,84.98,70.18
775c9044-fb78-4f45-bbdb-a0614051c4b9,68.24,83.89,95.00
85c62151-57e7-43c9-8bf1-06b4af97e428,61.70,72.14,71.00
9dfde52e-dc7f-4915-965a-d27c020193e9,75.87,98.06,94.20
9ed68fe6-349c-4324-892b-c70b484ac337,102.01,120.65,102.01
15872f2c-a0e9-41a4-8d1d-eb59d01c7bec,96.46,114.02,96.46
15af00f3-215f-4c25-b404-ec388e395515,59.36,77.87,82.57
fe20e1ce-a328-41d8-ab19-e3a539e229d7,107.82,131.78,131.76
0079f43f-5b2f-45ce-bad6-141aac063f0f,50.48,54.46,50.48
3a3f10c1-aae1-4212-a5ef-97829fc6ed45,90.00,110.00,110.00
3add3205-a9c1-4edd-b228-2ce47eaf77e5,66.20,83.60,83.60
40063db8-35d1-4e0a-b50d-5780dc1e52fa,58.19,71.13,71.09
4cedeb30-4429-463c-b070-f15c30b0d73d,245.23,286.57,245.23
82ca4e37-0e61-4485-b9dc-9a6319852669,46.00,60.95,55.00
ada1f9c0-cecd-4589-bb80-70ae011a10d2,90.29,103.67,90.29
aeb6f6a4-342d-4150-8664-406fc13d104c,63.83,77.61,116.68
d04e7fdb-340e-48ee-bc6f-7177b0db2af5,76.24,95.74,89.70
9ea3c08a-d811-469e-8c19-48c1c09f1fd0,59.65,73.35,89.00
b9d39e04-8712-4042-a83e-2f5b0009e04d,147.47,191.25,135.00
bc694064-3943-4523-89e3-46722db1a77c,87.60,102.85,99.80
c63458df-15f7-47fa-89f7-e7b66553d313,116.98,134.37,184.54
e3fee7bd-57d1-4c99-85b3-788a57530d7b,83.55,90.81,83.55
6f435c71-e826-4c09-bf5a-43ae7cfd17ed,97.16,127.16,97.16
70fc9afc-2a96-45e6-8ae2-2c7f010c3332,90.08,116.57,90.08
887ce114-90fb-4351-a59c-7a8456e6ef11,49.99,54.59,49.99
91db7085-3a97-435b-bdba-bd22a475bb88,76.01,101.35,99.14
5bd043d3-9b8d-4a72-8021-439e9a10354d,77.79,120.84,77.79
6a9e6cca-a7fe-4550-8685-d57654719d58,67.62,67.62,67.62
7dfded25-d427-44be-8a66-362a1a522161,76.50,102.48,108.44
86d9d1c8-5f86-45ef-af73-6dcd9c906266,88.42,97.48,88.42
87902227-f0fa-45f6-827f-de72ec16ad98,64.87,101.94,64.87
8c03e573-7ab6-4600-89ca-ba1fcc74a822,55.03,68.19,55.03
910e59b7-7bef-40fa-8c88-f3ce3ce58d2d,58.06,77.41,58.06
973b87ae-ddf3-4fb2-a00b-7cc6cf0bd3ac,64.76,77.21,84.70
d967f3b1-eb26-4891-86da-4cbc15f3a5b1,50.97,80.09,64.12
de0ec8c2-73fc-45e9-8ec4-c88dbf351e4e,61.39,80.89,108.00
d11885ba-f0bb-46c3-9160-eaec968619d9,95.70,95.70,95.70
75fbb107-201a-4b02-a293-769af2838db4,75.65,85.35,75.00
84f162ec-f877-41e5-ac1f-71582c36b4d7,212.18,296.63,334.14
949cb81b-c5ff-45d4-85c1-13e554864822,105.47,123.62,105.47
d7bf507f-a6b0-4d0f-8f3b-41d6730224d3,70.82,83.91,90.00
42ece6e1-0cf7-4a1f-b93b-f450ba0ef447,80.85,100.97,127.99
4fb7ff3e-fc79-4472-ab35-a38448a03ad6,79.13,82.16,79.13
272ea469-6315-47ff-a4da-cbc0565bf1d7,189.27,221.17,258.10
2d896dff-5faf-4302-8f7a-740d2f25ef56,89.91,106.31,95.00
2f5e7cea-db0b-4686-967c-bd97387b0122,125.90,154.94,151.66
31867e48-a290-48be-beef-0534d7c107b3,154.07,190.11,154.07
4eeba08f-d626-44b9-964a-c3eeb2600f7c,52.04,64.48,63.00
5880e9df-9fb1-49e1-baea-4052ae20c75c,103.70,120.18,164.42
d54aefd4-b039-48e7-8e65-cd6ca40a6019,95.23,110.65,141.57
dd4108ee-934e-42d7-a25f-30701308de74,104.57,128.30,115.00
fbe8cf7b-f7c1-4f18-9783-17e458cfb1eb,66.19,88.26,88.24
0f486e5c-db91-46d3-95df-feeaa554c58e,67.12,82.04,71.04
148ac732-36ee-4b5e-a4f9-51a3688fe693,238.19,277.02,238.19
15e65374-b363-4cfe-9d2b-ef15176c9a82,94.93,127.61,109.11
068e0055-9534-4101-a4f6-05cd1da73c04,60.75,74.32,60.75
0c73494d-d7a1-48ca-aaae-d170fd00dd1d,63.62,74.39,60.00
0c7c1073-e1dd-4f7a-b43c-0476b8133154,189.13,201.92,189.75
1d41bb45-1a9b-48bf-a053-c249645e0c26,34.53,40.10,45.00
1ed33b15-0f87-4861-bc6c-838537abf1d8,142.19,179.89,142.19
46ba7038-e136-47aa-ab2d-8c4b029811ea,57.64,76.19,70.00
550dd0cf-3358-47b3-a28f-46945a99dedc,97.46,121.29,97.46
5c58a249-d4db-4f48-bbe5-0693bd498b1c,65.96,91.18,65.96
f8f2b5f4-44f6-4032-bf45-2ef05a0bcdf2,65.00,70.00,80.72
fdba4cb1-1adf-44c3-aa43-2eb5ec10b774,106.00,122.68,106.00
21340091-67a9-481f-aeba-74e5137e9c74,60.00,70.00,60.00
36138ede-0448-4f04-a867-d1c8ca8808b2,79.90,115.27,106.00
36bb9cc3-4886-4826-b01c-f3af6bf3e121,127.41,252.38,229.00
3bd009cd-0ecd-4cec-ae8d-2981a9079b89,199.61,243.97,220.27
3c9de19a-e8a7-4084-8b2f-35366167a405,65.42,83.14,81.72
3dcca18b-5e71-4218-8593-5c397bc44097,49.97,61.73,48.50
7aac0fa3-9035-4a55-acb0-a6abfccc4a0d,143.20,206.87,143.20
9153f871-01c0-491f-b4ee-98be16b2e5c8,42.39,63.60,42.39
95ed8a69-94d5-44c6-9d0a-95efb6b2cd06,67.76,77.76,67.76
fd870814-1d5f-483f-9cf5-e86bb2ff0865,137.26,196.92,137.26
b807383b-21fe-4297-bab3-70aa86f42cd5,355.89,360.89,562.23
cec5157a-2240-44c0-afd5-07fa470c4889,76.26,87.21,76.26
d9872b42-6015-4af8-b897-d96df933096f,105.95,127.79,105.95
5ebcea96-e9d1-44ce-bb85-f332672503eb,133.80,162.84,148.32
6659120f-a5ff-4fbf-96da-f12fbeabc7f2,67.14,79.65,82.00
a2ab261a-c045-4a89-990b-86ec84ced51b,94.52,113.77,118.28
fc6773d8-a8b5-4f49-b391-d19478f0b39e,104.77,121.63,104.77
fea665a5-80a4-4870-a769-b5f4c99bf921,87.73,101.13,87.73
b2c2c3d8-d312-4bdf-8390-2a9004f575bf,88.31,106.02,88.31
e9c0e0cb-df35-4598-9ad7-efc04604f198,80.12,106.70,80.12
f0c6a9fb-0e9a-4177-a2ff-7aefa5c4c384,126.78,147.91,138.48
55fe6b95-408d-4192-955e-1275053f0d7e,61.39,80.89,108.00
730a3a57-f352-400c-afc2-692f335b39b2,85.10,110.13,94.52
79dce861-c615-44dd-8af6-0576b4c703f6,184.83,238.32,217.95
7a9faea7-7690-4ca5-b2e9-3bb829db9e5a,95.93,115.34,112.00
8aac9586-641a-4108-86dd-8ec53f0c95a0,109.21,133.63,109.21
5355931b-ab92-49c6-a167-2675c8c0f598,109.80,130.94,109.80
5ec1022a-fb36-4fd9-b81c-7deec07a24f9,65.06,78.41,98.01
5fe30f07-aa67-4b25-b87c-93ff6187ee9e,70.79,85.98,80.87
6bd7f9ab-adc8-43b0-87f0-596590bf91af,59.96,73.21,77.48
713963e1-66ba-4384-ab1b-913319a6bd7a,145.50,197.20,175.65
74dcce48-d8ad-410b-b81b-69599ef7e0d2,122.52,164.85,141.00
ffe6a94e-a7e5-420f-9270-435eae4a6520,97.16,125.47,118.02
c4b167b1-2039-4cd3-997e-e7abe57c5dfc,138.81,174.71,161.67
c5dddd04-0b64-46d9-a441-86ec04256f45,267.62,275.22,262.25
da3d059f-1dd1-4ac4-9207-7a4bb0d757df,53.79,69.80,65.00
6f697d36-8740-4d2b-96fa-6ab6f1332c33,145.67,185.22,171.58
b1310bb6-262c-4fc2-a878-cdb48bef6aab,180.00,220.00,220.00
bcfc5166-bb64-44bb-99ca-e1df04a268c1,71.05,100.51,71.05
bed5fde4-db7f-4814-b5e4-fecc9a355873,187.72,247.76,187.72
0598db12-b602-49e8-83a3-a0b4efa8dadb,71.55,94.81,93.20
0d24ae1c-7864-4168-95ee-9a61f62b5e5b,163.65,199.85,201.56
185f89be-8ce0-46d4-8cf5-299d6ee2bd3a,58.26,65.86,58.26
1ae5f7c8-1aa7-4896-8915-b3c4c17cbe2c,166.38,266.32,336.40
222275a1-a5a5-41f2-bcac-df8aa926b267,47.04,56.70,47.04
25c62847-275b-4a80-9b8d-396e29362514,132.71,198.09,184.07
2a822130-639d-46c3-84be-cf1477c6af84,103.93,123.19,103.93
f9fbfb33-06cc-4110-ab91-d657b26fb101,117.16,178.08,135.00
4efc8bdd-099a-45d5-91bc-514e27681220,48.43,54.91,49.87
1724e7fc-e1ff-4f03-b8c7-0b52c55dbeb6,59.74,73.80,70.30
41205555-ef64-4ad9-9696-e6fa0653e5b3,161.30,220.90,206.16
58f9fde9-8b52-4aa1-a22d-f86c26a0b27c,52.32,62.55,60.00
6cdbbb8d-84f1-4694-ae4d-e73e0df311f5,77.67,103.91,77.67
b0bddae7-2d2d-48d0-afad-07f7a34053e7,63.83,77.10,96.28
156c3d42-a177-4ea7-bd07-a026cc860b8b,79.26,94.06,128.31
1cb2326c-e468-4a7c-8d25-d0e4429ee9e2,64.60,75.84,64.60
203672d4-8fc8-4869-8bec-a7f77e2071fb,53.93,66.69,79.00
fa273178-0743-461e-b980-7fa3bf58e195,81.05,100.53,100.00
ff3d7e2d-7a1f-4fb0-b9ba-c9eb7bc4a2b4,71.07,85.54,71.07
afcaa3c9-e121-4f76-a97f-696e06f19106,130.42,152.10,130.42
b3174249-9a78-4cfc-973c-b7c7fe8362dc,155.45,171.74,155.45
b3459e21-2557-411d-b570-0f8de990199a,65.42,83.14,81.72
c0700b61-b057-4736-82e0-df36fa0c32b9,126.46,145.49,125.00
c9d0151f-a662-4d99-9cd2-ba3ee8ea88fe,106.05,121.95,106.05
de8c612a-cea3-47b9-9842-81a765db3001,27.14,35.63,27.14
e6b3e5e8-7351-425f-b616-217a118d8aa1,57.56,70.36,83.77
5fa654a3-1b07-4100-948b-cebb34a40316,58.30,71.67,98.34
6aa9cf24-14fd-4b91-b5d7-acd395754b9d,60.93,70.07,60.93
8008f8c0-c17d-4144-8c40-0fd326bb3924,113.73,146.68,142.44
845a8602-967d-4977-b761-0964e0afdab6,66.16,77.75,80.00
8469f82b-095e-4f3a-a603-54bd0df110b6,95.19,109.24,147.94
a7da3079-226a-4a32-987e-e0dd211b0bbf,110.47,128.80,110.47
06628701-0e3d-4ff5-8ebb-63f798e3ef82,31.23,38.12,31.23
0a9965a9-866e-40d4-8ee7-8e293d7a5833,101.87,121.61,177.55
1899a4d6-51d7-4590-9a4a-57deac87547d,107.28,194.13,212.45
26de21e0-9a46-4db7-a7b8-fd2f2d57e1f4,67.88,101.55,67.88
35a35cb8-2f37-4eb9-b53a-9c6336e78d21,121.93,142.98,121.93
68f37e5f-32e8-4439-9d0d-5104ea2abd42,85.69,129.85,85.69
9e9a1351-7c10-4fea-b680-b2d9b7aaca12,64.20,84.63,52.67
b44cac77-5c49-4968-90c4-a32e9d1310bf,76.45,86.07,76.45
f4c0a86f-876c-4cb8-9bde-af4dca73f07a,154.08,220.25,179.87
fc7f5eeb-7fdb-4e88-b7de-2b3c7ce8edd1,54.28,72.74,81.67
fd19f315-a7f4-40e2-8d9b-2641a1ee65e9,54.00,66.00,60.00
ffbdd1a7-cfc3-4699-9403-c114ce8bde8c,226.85,285.06,272.74
fe1749d2-2430-4b90-9009-c004d2ec2e50,63.24,72.91,73.00
e5957b1c-2a8c-4095-a3b9-b3f234d01813,27.14,35.63,27.14
ebfff26a-613d-4acd-b1f6-9a5dd48de103,89.13,104.13,132.55
fee81b0c-f0fd-4516-82d8-96bf492cb213,76.30,93.39,76.30
eccca04d-db7e-45e3-a0f3-498f2aa4d08e,71.52,104.90,86.32
e634b427-99a4-4741-bc96-5e35170de435,88.14,117.52,88.14
f97370ea-08d4-4133-8ded-b4c696dc0b59,120.32,183.67,210.00
fe5a80e9-776d-4b40-ba75-656e2181fe2a,90.43,116.80,110.48
0180386e-18f2-42be-b0ec-e634c7215632,147.89,195.51,147.89
0ed8627c-82ca-4fb1-a05f-6d2c585b6e0b,51.09,63.96,84.27
3d4b0ac3-9c79-4df7-a2af-ecba45e1a3ed,84.46,99.14,125.65
4be8cfaf-08e1-41cf-9fb7-d2bef0dabedf,52.67,68.65,60.45
e2e713f8-5a64-4615-ab60-428cc9b3aad5,67.80,89.13,53.00
e85cd281-5e3d-44b4-bfc7-03c8988ba855,77.19,99.76,95.69
fec62521-50c6-464a-99e1-1c111d401c97,106.93,121.65,106.93
963aedfe-8092-46f8-a1b2-40b0f2233ab8,34.92,39.92,48.00
a2fdf0f2-a33c-44e8-9925-24d91def96a3,49.35,65.83,60.33
e1797ef1-27be-469d-b724-8301175f451a,167.00,203.78,167.00
eee276b6-2118-4637-8f37-ea6bfb38e4bd,82.40,89.23,82.40
82441366-c0ef-4414-8f08-f0b0f9ccf07b,72.46,93.09,85.02
8a37d140-e0fe-465f-beeb-918efaae7abb,80.50,93.93,80.50
d45dd5d8-ec11-4320-b59f-fffa619c2f55,121.80,189.22,144.27
e90da220-8c2a-4c33-8f6a-2c26d1159b50,63.88,90.17,145.71
4e97c49a-2c59-47fc-b291-2c8e62a54409,50.54,74.14,66.26
636f11ed-d78c-4262-b5fd-0d51b82d0ec1,75.68,131.18,131.12
7b386dbf-daf1-4ddb-ad5c-fd7946847f7a,65.42,83.14,65.42
7b5d3214-e943-4798-a0d9-d6e051a085d2,226.02,317.99,351.85
7c4cb2c1-7ac2-41b8-8409-d0f21381fd34,218.37,299.00,305.37
8b52e896-39ba-4d9b-b7be-ee5b40fe281f,79.11,96.02,79.11
6f53ac0b-4fb3-46fa-9195-0256ea649c67,50.21,91.21,91.16
7011f805-85e7-4d23-b853-6c1e4c1e175e,112.53,126.29,112.53
79a4bab3-c0bf-4f10-bb4c-a175647ce7c3,169.17,212.83,169.17
1bd6846f-3de6-4756-99f2-df7f55f05d8f,105.82,137.67,105.82
1c054c2c-3010-4ac2-8c95-56378d545ec4,92.59,125.00,125.77
273bcaa6-e32b-4b37-9847-12ad3bfcad27,147.60,188.18,174.55
42942d6c-af9f-464b-b766-2ec07ce761ad,94.03,112.49,94.03
573d1dc7-4119-4fc9-a4c2-84365623ed66,96.85,117.31,96.85
a271e03f-5919-4ccd-9451-8d344c71e528,63.61,80.16,63.61
ccb3283a-aade-4536-852e-186d29e2ed20,43.44,53.10,43.44
cfc0a7a9-099f-46f3-864b-0c54cb838560,94.99,119.16,94.99
241da9d8-5bb1-49d7-aa77-2a6a25326236,"1,162.15","1,422.26","1,282.68"
27531a85-0d32-47f8-b07f-16f5da69be24,33.13,42.95,45.00
2a5615f5-0fb2-46e7-a4a4-c6fc5857c7ee,179.11,277.59,352.28
46d6201a-7099-44e7-8043-c38f170303c7,209.15,308.82,204.49
472be91e-1171-489f-ae59-6f96fc439855,92.72,104.09,95.24
8f14489e-488a-4a15-b8b5-6ce13cbb6d1c,48.54,64.66,59.28
a57df018-5f53-4a78-a63a-3d111598a85a,49.62,60.15,55.00
9a35bec8-0d31-4ef2-a5d1-c6b27b1244d9,93.98,113.52,93.98
abf7f7ea-14e0-427d-908a-aead520ccd40,60.47,73.84,115.85
e3099664-5b6b-44ce-960c-c873e68721a2,120.93,133.92,120.93
0564fd5e-479e-4360-adba-f6e5304597a1,30.38,40.51,51.00
0da72454-69c3-4fa2-b97a-2973840f8a6e,61.39,80.89,108.00
2d81ec93-cac6-42fb-a478-e59c50613842,77.38,95.02,92.20
5d448e4f-7e48-4bbe-8401-3421bcdc2a15,51.09,63.96,51.09
71d81d0d-22b7-4bc6-9f87-2ab3f332943d,109.95,126.65,115.00
0b5c27e1-6548-4ead-a613-0f9a1c9a60e8,69.34,92.39,79.00
1e4f30a5-ea6c-4446-9e92-9a82917e9d04,163.86,177.62,163.86
4c557e9f-136f-4412-99c0-9e4887af8509,87.43,90.65,120.00
5c92130e-97b1-4cd1-8cd2-05dca6bbd73a,112.67,132.09,123.42
6fb0c730-1cb6-4f60-9021-34d65e8c3f08,110.51,209.96,209.96
d0ce4500-d018-408f-9a02-f616eb9a81b7,52.27,65.48,65.47
d1db9383-def7-449b-b2b4-ddd6e06bf862,85.14,98.90,85.14
31e39b4e-b4e3-406b-9e03-0fa13e4a49f0,60.37,72.37,60.37
6305d54b-4a61-44ed-a4a0-0930527d3e34,69.33,92.44,69.33
8a2f7798-133b-4bd3-ad42-181a9b11739c,62.02,77.26,62.02
8c261f0b-0954-4d87-827c-349343b973cf,238.25,278.77,264.76
10903bfa-9170-4e20-933d-d3fb2fbb255b,82.35,89.17,82.35
13745cc2-62b8-4952-bdd7-309a2336d330,135.82,159.67,135.82
1a4489ba-5f25-4148-8be0-1f62547860dc,220.13,279.56,282.00
56d2a852-2d17-48c5-8b6b-a1492b8f4a70,166.89,222.52,185.43
805f8100-322a-419e-a67e-f45eb491c221,75.21,90.99,103.75
b8876fb9-4288-4e00-b73e-b24d06b5f1a0,46.26,57.73,46.26
c7477b5b-9d8e-46a2-93f5-4dffb7b20a66,109.20,131.56,109.20
e734a90c-967a-4042-b441-9ffb9a0ce3a8,63.42,67.90,64.40
0e68d08e-6612-4b79-9f52-1ec7e1bf40ca,185.35,261.21,244.29
19eba354-373d-46ec-8aeb-4e75eeb4bf69,94.00,106.06,100.82
3b8f66c3-db78-4d63-aca1-dbfbf898c50a,86.63,108.88,86.63
44ccd147-42ff-43fe-973e-390c89cf4972,47.60,64.95,57.00
6edc88f8-0165-4bd1-8cc6-03a9d3843c65,55.00,70.00,70.00
915e3d82-927f-4d4f-b48b-c341c0d84694,119.32,140.37,119.32
9633658a-d32d-4e77-867f-52970f025383,63.45,79.42,75.25
a2fc0966-8db9-4f92-9630-ac64b9574bff,150.89,207.48,211.74
a49fe7d2-8b90-47ba-bccf-1b0ab9294b0c,59.12,72.07,89.65
d04110d7-a92e-46f3-8997-d828bf8ca86d,74.56,141.66,141.61
6a64ca56-3116-4d5c-a245-62abc2a40f41,80.83,107.77,107.74
a2ee1fce-434b-462f-8d10-9f296c96ee5d,80.98,110.44,80.98
034e01b9-faf0-455d-8796-c8b849132f4b,80.00,100.00,100.00
0acf35fb-a81c-4d0a-8aeb-d583aa3adf01,70.40,89.97,89.97
15772451-0b2b-48fb-af1b-a1c8db3e59e1,76.99,99.93,76.99
168c3cf3-8818-4983-8368-a9988d1b5e9a,80.00,100.00,99.98
3f41a7a9-ade4-4c12-ad0d-f53bb07492b2,97.42,117.57,97.42
406e3df5-0b03-458e-a837-b8594b4cc402,76.15,104.26,76.15
4a81008d-724b-4dc7-9476-8b13fb9d2db1,140.06,175.07,140.06
4b2c2431-b935-4824-9577-8494607418c7,42.45,54.05,46.00
6701f8ea-0c9c-41a8-9bc7-5d331a88421d,95.76,115.08,95.76
690dab8a-6c0f-477a-98f8-5f9948f51ab2,136.71,191.25,179.47
89a1c2d5-2e03-4cd9-bf86-844590ebe6d1,76.30,93.40,90.00
9125f2be-ea6a-4f4a-b4df-0794322d3d57,224.85,282.89,224.85
a794d806-dd14-4547-8937-f96f9a1422b3,27.14,35.63,27.14
b7ed19c8-ded5-4892-8732-764c920bdf29,112.69,134.68,134.65
25fd414d-f410-422a-a3d6-878c4c54727e,110.89,146.89,69.14
3a64386b-5c7e-43c5-8560-32289d828b37,93.64,112.81,134.55
8173199f-e84a-44ee-b576-68f04a198332,76.07,98.32,94.43
858bbb28-adb8-4b39-b2ed-db1775e09129,90.94,110.09,90.94
8867e1f0-86c0-45ac-b57f-e13533c20826,115.15,156.24,115.15
9283be65-d230-4e86-98f6-89e4b971a386,88.09,104.93,88.09
9663e5d1-3029-4556-999d-390a8b3eacfc,76.98,97.87,86.44
a4f62a10-13b7-4e3b-8b92-fbcdaae86f10,74.14,89.77,102.46
a7e27b1d-f569-41d2-ada9-61e4cc9f32ef,34.17,44.03,40.00
c33bf2e2-682d-4eaa-8e29-a0832c9c9ce7,71.89,98.47,85.00
dd7a6506-8890-4688-b177-542549d79fec,68.25,86.71,86.71
1b216741-6fe7-4816-adfe-668c8fa456b3,94.73,121.71,109.00
3db5d133-65d8-4afa-80d7-34d4cdfb9104,76.85,93.93,76.85
0b7399bd-709f-4609-85a1-2f8b87099819,70.89,85.28,90.00
17b243d6-8d91-49a8-a5f7-95bb89fc53cb,87.95,148.87,87.95
19d6365d-8d95-4451-be7c-1c221721841b,80.88,85.95,80.88
2ed00a65-f895-432c-ab6f-07405eda3c32,58.05,70.36,58.05
5523030a-2453-422a-9a30-c3fb923a0bad,67.34,85.14,67.34
57a9ba67-8591-48f2-8a81-0b82ba51c2ce,92.69,102.55,92.69
5dc3cea4-fda1-4060-bedf-0673443693e0,100.00,122.78,97.00
651be160-41bc-4c02-bfd7-27b0bf527563,63.79,78.98,63.79
67ff916f-7a20-4bbe-afb8-1dbe4baae2f5,45.49,52.35,52.33
a26cbd5b-9a3c-4c5b-a818-c0a6bdcffc6f,104.76,119.03,119.00
667926a9-205d-4984-a97e-64fed2627a9c,66.81,84.90,66.81
7ad05597-0870-43d6-9f60-6c17109cfcc4,115.89,133.26,115.89
