booking_uuid,booker_uuid,chauffeur_uuid,booked_start_at,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,booked_duration,booked_distance,gross_revenue_eur
fc4191cd-0d1f-4b31-8d74-e02440b7fbd5,47c1e1db-264b-52ec-8cf8-14b10de1eaad,0de477ff-e0c3-51a7-bd16-88a0e1dce69d,2024-10-12 14:10:00,103.8545,1.2949,103.9901,1.3611,1184,19190,44.62
d204f6de-8005-4be2-a1c9-d15e90f64a31,21d09435-a48c-5c02-aecf-09acce58e75e,8beda9af-a8df-5e9d-af32-f64a7c7c07a3,2024-10-12 1:58:00,55.3554,25.2461,55.1416,25.1393,2095,39419,97.50
ed0cce4c-3d1d-4930-8d42-49e2f200569a,1bb3cb18-891c-5708-9058-b793b2556e6f,d9a021b5-3c6b-52ff-b12a-421fc085651c,2024-10-12 15:15:00,78.4296,17.2368,78.4154,17.4991,3405,41740,38.35
f0d34896-7ce2-46d7-bbcf-f60d7389a772,46e5c168-c237-51af-8d8c-acfcc90218c2,3f68d90d-2654-55a9-8daa-dc7edd231937,2024-10-12 15:00:00,-0.0883,51.4325,-0.4542,51.4716,3700,34502,148.65
e79ac0a0-12af-4c66-8140-d21ef1e4b3f5,b5768a00-34f3-5f8b-a0b9-2120c387b628,da701169-472f-5c3b-7f00-0ee9035bfea2,2024-10-12 5:10:00,174.8796,-36.8540,174.7828,-37.0047,2322,25573,79.28
fdf55f7c-cb58-4b1a-965b-3618bad7d8a2,1e78be07-e7e9-549f-b158-7ac1606ce3f0,0c4698db-300c-544c-9ab7-7ef0e960c869,2024-10-12 12:00:00,17.9308,59.6511,15.1865,60.1501,9241,202890,429.86
f1a61067-383e-4038-bd14-7e886a74f657,1bb3cb18-891c-5708-9058-b793b2556e6f,fe4af15e-dcb1-5066-a31f-ea18ae6443c4,2024-10-12 11:45:00,77.6317,12.8505,77.7095,13.1994,6125,53380,40.09
f508227d-a414-4d51-9005-4cba4b401071,a95898ed-6776-5b42-afb7-8c68d34745e3,8e0e11b1-0e50-54d5-b5f0-443c902cf01a,2024-10-12 1:26:00,-84.4470,33.6399,-84.3874,33.7614,933,18563,100.76
f8abd1a3-746a-4020-8a70-fe2b0f7b6cf8,2b54d078-4546-5145-9960-b073c11229d0,ad07497a-96e8-581a-9aaf-f755a38846ed,2024-10-12 18:00:00,-71.7091,42.3394,-71.0201,42.3695,3539,70110,341.58
db0dcc3f-bda8-4cf8-8c6d-d5dcac59eb83,18f3400e-e6c4-5297-a677-2d70831f69e8,b48b9fa5-1fdc-5fc5-a805-e92ad5312e37,2024-10-12 9:05:00,8.6656,50.1077,8.5893,50.0588,970,10026,60.43
ef07e424-dfb7-4f82-9427-4a88ff8ee2dc,35ac6be5-4430-574f-9319-eb9f79805427,726d96c3-0ab6-5aa0-a789-e74132c38e0d,2024-10-12 18:40:00,-73.7861,40.6452,-73.9810,40.7647,3020,30395,154.53
fedb4385-80e3-47ea-84dd-2add0917d055,35ac6be5-4430-574f-9319-eb9f79805427,8a3d9d71-4759-5693-8aa3-230277a15163,2024-10-12 23:35:00,-71.0699,42.3582,-71.0201,42.3695,966,6745,105.56
cf8d8b9a-85d7-43a4-b8d2-66e2623e20a7,989db7c9-79c1-504b-9884-a11c3c0fd994,46c5fab4-0ff9-59d7-b6f0-411511b12f04,2024-10-12 5:14:00,-97.0405,32.8975,-96.9585,32.8631,1340,13012,87.05
ddd2d431-cd74-4001-bcfd-932950abecd3,6ec07343-7444-57c7-b4d4-73b2d4c1a733,ea76d79d-808e-51b0-aa08-d4d62b22209a,2024-10-12 23:10:00,-123.1803,49.1937,-122.2847,49.1517,4920,85942,231.61
e867838e-5e28-423a-bcb9-76776c39b103,b54bcbff-4ca7-5949-be08-020f3147b860,e23db4cb-fd1b-5693-bb68-1e18d9f780c0,2024-10-12 4:10:00,-0.1343,51.4988,-0.4542,51.4716,2677,27416,124.65
fa77da23-a864-4dd6-958d-d7b163e81e97,698b6ed5-f0d4-5e44-b9df-63f3dd2bfa9e,26687d9a-5316-58b9-893c-965141f3153d,2024-10-12 14:45:00,11.2664,43.7770,11.2012,43.8021,1331,8418,122.71
fce613db-ff2d-4401-b307-f8c00d771e60,1bb3cb18-891c-5708-9058-b793b2556e6f,62caa6a4-ac46-524f-8612-019d2281c555,2024-10-12 9:15:00,72.8744,19.0996,72.9821,19.2232,3193,24365,35.93
e88e37df-5bbc-445e-8cfa-3ffd1a583f9a,6c85cb6b-8820-5522-b59c-5bb05c081168,89190a0a-f2c0-50c4-81c0-6e34adc237a2,2024-10-12 6:20:00,16.4051,48.2159,16.3835,48.2064,668,3527,44.47
f45950bc-b13c-4bdd-b1a2-d4c7ad1bbf84,938f5c9d-ed29-5619-a20c-cbc5fb998c9c,null,2024-10-12 2:35:00,-122.3816,37.6193,-121.8589,37.2927,2797,66097,244.85
f7a83638-de34-4347-9fc9-937a453c7671,c8036bb7-a822-5eb3-bdc1-88c1e01eac58,134600ef-60ac-5e7d-7fdb-62dc8dc08aa1,2024-10-12 20:30:00,-95.6512,30.3953,-95.3415,29.9862,3232,72501,229.42
fa24fd8c-35bc-4394-9273-f99cfa5c3273,4d46b3a3-75d9-5cb8-9ec1-1fce5c6e2c33,b9c74ec4-f09f-5c65-897a-5b2c46d4610b,2024-10-12 6:45:00,-0.4542,51.4716,-0.0740,51.5068,4149,33174,154.75
fb9ec016-81d1-443b-9a93-d77f4ba1058a,9c090305-3972-5613-a3a7-c5d824528f24,95c90b58-e34e-55e1-8621-ef50bbad5f33,2024-10-12 10:00:00,28.9971,41.0439,28.7428,41.2592,2420,40296,141.87
00bdf5cc-ef85-4822-adaa-bc513f8cfe59,40ac214f-218a-5e8f-a4f8-012a81575f02,55930e67-3ef7-5181-89bf-be86a0d63748,2024-10-12 20:20:00,-71.0201,42.3695,-71.2734,41.5958,4220,106582,310.92
036a7cf2-cd88-4619-8dc0-9bd1f2dddfcc,b5768a00-34f3-5f8b-a0b9-2120c387b628,0f1a57e5-405f-5811-a85e-d1a8ec31f315,2024-10-12 22:40:00,174.7828,-37.0047,174.7471,-36.8635,1604,21645,79.28
07ba6091-61d3-471c-bbe6-5fd1cd85d5b1,35ac6be5-4430-574f-9319-eb9f79805427,98ecd947-4915-574a-ac3d-feec6a70b727,2024-10-12 13:05:00,-73.7861,40.6452,-74.0117,41.4279,5462,114857,236.28
1263c757-32e3-4138-8509-99fef1544b9c,1bb3cb18-891c-5708-9058-b793b2556e6f,b2f17ff0-b9f3-5212-bc21-29afbe7f56d3,2024-10-12 3:45:00,77.7095,13.1994,77.6965,13.4021,2892,31726,40.09
25baa999-0b46-478c-9d94-e16871a4a0e3,dd9acb8a-6209-5d3d-904e-b326699587c3,7917e093-bfc4-52eb-a651-8847ff51d158,2024-10-12 6:05:00,-0.4542,51.4716,-0.2088,51.4710,3053,21778,137.59
3e044d27-f3b1-45f8-8b00-e17b883f7aa9,1bb3cb18-891c-5708-9058-b793b2556e6f,8e49bce6-b591-5ad3-9bff-81fae4a29a1b,2024-10-12 19:15:00,77.6935,12.9488,77.7095,13.1994,5913,46209,40.09
a0c450f9-8f68-4f06-8cbc-f87f18dfaa82,c13b5016-219d-513d-7f7d-c80d2fef4823,f79268c7-1630-59ce-abf5-435434a7d23d,2024-10-12 11:20:00,12.2527,41.7952,12.4824,41.8895,1980,27080,136.11
af55407b-227d-46db-8719-ea24a8afe7ac,5342979f-0eae-5eca-ab46-e711289ca334,5a20b9a0-ac60-58aa-a002-653ec42509a4,2024-10-12 9:55:00,11.2493,43.7769,11.2576,43.7693,1221,5552,98.80
b5d86dde-b439-489b-889b-9dfbaf7143b1,bd6cedfe-bd79-5889-a67d-631a153f4ec3,aa553638-b486-5af9-a33f-b33f8b0a28c6,2024-10-12 3:30:00,2.3655,48.8673,2.5838,49.0045,2228,27220,140.35
bbabe209-7397-4164-9e5c-dfb50f996be4,236cbcba-73d6-50fb-ae1f-af121db83eb5,8ddf314b-193e-5cec-ac9b-9732e13aa1df,2024-10-12 9:40:00,2.5838,49.0045,2.3365,48.8824,2362,30819,124.64
d4171a4c-fdf2-4d85-b2c8-34074cce580c,1bb3cb18-891c-5708-9058-b793b2556e6f,61e217bd-5d4f-55ea-7f06-47457224ff60,2024-10-12 20:00:00,72.8401,19.1520,72.8744,19.0996,1434,10505,19.93
e6de67aa-91ac-4d33-a3a5-80d7734ee12a,510f70a9-e786-5b40-bba7-d8df8d98cea4,3cc4a85c-f23b-5471-b833-88ef771a1e67,2024-10-12 21:40:00,-79.6159,43.6843,-79.7404,43.4556,1940,40248,150.25
fc44e54c-28c7-457c-99b9-0188d805ba6e,c3b805b3-da32-533f-86a1-239dd230e61c,87a8650c-b887-56e0-b57f-801ab87073c5,2024-10-12 15:00:00,18.4247,-34.0816,18.5971,-33.9699,2758,33368,70.17
812f1e27-08f5-46aa-b5cd-9783cc532c1e,a42c7afb-17df-59f0-afc4-d079e137360b,05ec0533-b815-5594-8d33-0d66cc33b49c,2024-10-12 11:50:00,-9.1281,38.7699,-9.1554,38.7266,1099,7109,60.10
bbf4f93a-a68f-438f-87b4-7542cb76a482,b42ab870-0d23-5e80-b189-8ec8dda39f75,67a735b2-1884-56c5-9a33-05f9ce0ca405,2024-10-12 16:05:00,-80.2871,25.7959,-80.1586,25.7716,1514,21773,147.11
db60f986-02e9-4299-b5bf-76037ac76d52,1bb3cb18-891c-5708-9058-b793b2556e6f,1d26b570-a0d0-5e42-8526-bf2f77a02da3,2024-10-12 1:30:00,77.0037,28.4968,77.0862,28.5556,2085,24822,33.99
dc45775e-d2b8-4536-af17-bcf0f081f91d,6a45256a-6255-5ce8-8fdc-2299ed5fb7d5,null,2024-10-12 8:25:00,-0.4542,51.4716,-0.0168,52.0622,5497,87828,314.90
de396114-4505-40d3-b132-5f92220a1db9,6563aab0-fbc4-5de4-81ac-a2c680039fc5,2467fcde-a356-5166-81d4-5dce3e30e260,2024-10-12 4:05:00,-43.2481,-22.8116,-43.1895,-22.9860,2403,30684,160.51
c50c4961-86e3-4592-a9d0-80ea39b87449,a42c7afb-17df-59f0-afc4-d079e137360b,8ad78d44-2766-57d1-a404-bab1a6811b3d,2024-10-12 16:00:00,-9.1553,38.7256,-9.1281,38.7699,1087,8504,43.90
cb812757-f576-4eab-87d9-e0275d9aabae,1bb3cb18-891c-5708-9058-b793b2556e6f,1b82b5f8-1ee6-5d4c-b09c-5f8456e062fa,2024-10-12 21:40:00,80.1638,12.9818,80.2588,12.9978,1970,14240,36.69
d946eb7c-aa21-45d6-bfd8-8790eac00cfa,ea7ed83e-8c75-57ba-92bc-88e8e1ce2686,8ddf314b-193e-5cec-ac9b-9732e13aa1df,2024-10-12 12:45:00,2.5838,49.0045,2.3440,48.8678,2821,31987,117.75
e90cc6a4-98fe-4c9b-9a53-0313d5f29ba6,74cf0224-544f-5ba2-8a95-7916bc7c1550,4f1fc0b9-5ae6-5010-82f5-640e71acc5ff,2024-10-12 16:45:00,-0.1421,51.4944,-0.4542,51.4716,3013,27365,124.52
e98c97e5-9414-4e5f-b86e-78541c48dc59,1bb3cb18-891c-5708-9058-b793b2556e6f,18ca850b-e6ee-5e5f-b54f-c75a83ec4bfe,2024-10-12 14:10:00,77.7095,13.1994,77.5956,12.9670,3132,35243,40.09
f1279871-f85a-4103-9614-6cfb44993dca,47c1e1db-264b-52ec-8cf8-14b10de1eaad,6599839b-7a9a-560b-936d-761acde6a3f9,2024-10-12 9:30:00,103.8265,1.3110,103.9901,1.3611,1481,24284,44.62
f260e2dc-94c0-4d53-9e03-d6e69a9da955,5311cc56-cf00-5240-a537-956ef4bc9beb,4fc0a5e7-d770-587a-b3bc-e199d655a64c,2024-10-12 7:35:00,135.4418,34.7911,135.7663,34.9917,2851,43248,200.82
cd8ac757-464c-4203-ad29-c5de2f440f00,c8f0cddc-339c-565e-a7de-e8dd23251b0d,438534c5-09e5-59dd-841a-8046b626cfcb,2024-10-12 13:09:34,-73.9649,40.7708,-75.2013,39.9532,7106,161128,310.84
d001003f-ed50-48ef-8b96-75d9ff555ea3,8d2baa78-5f1d-577e-a5cc-c7f858c876fd,e67219e9-c95e-500a-aeb2-40b7e4b6358c,2024-10-12 7:00:00,2.3614,48.8620,2.5838,49.0045,2458,27877,175.01
d0e7abe9-0179-41ae-86bd-16a5360053f8,b0212ee9-72c0-5b11-ae9f-0ba3ee89b3c5,0e715942-62cb-5bd0-bb4a-6a0937af9270,2024-10-12 23:15:00,46.5580,25.0245,46.6628,24.7268,2636,45814,151.71
d2da2bbf-6d11-4d7e-b396-b57dadfae73a,919f3060-19d0-547a-82f4-0577a548194a,bdc1a9ad-32b2-5e42-bafa-cedfcc23db2d,2024-10-12 9:15:00,4.7683,52.3105,4.8812,52.3758,1709,15811,84.88
d61ffb4c-9f64-442f-97d8-4921c718218f,9c511927-6ebe-5992-9327-0facbb06182b,3dae571c-ea01-5eb2-9192-a475bfbc7974,2024-10-12 0:19:00,-104.6738,39.8517,-104.9978,39.7499,1912,39682,141.42
d8a9cdf0-e1b3-47d9-a5e5-6a001e4495c1,e3da520b-5971-5ddb-b5c8-c2dd591e523c,3b83ae8b-4f90-5a1b-b3a1-dc317825313e,2024-10-12 4:16:00,-74.0056,40.7445,-72.4773,40.8961,6571,139143,289.70
d9f921f1-ceda-4c9e-8b4b-3fc852e37203,727aa115-d41c-570f-9a7a-82fd91857b48,c94cad0f-7dda-5b12-8b7a-46b7d6431665,2024-10-12 4:30:00,12.4949,41.9016,12.2527,41.7952,2182,30489,139.87
e821ca07-1322-4aa3-aa27-8935c2eb7d6d,b5768a00-34f3-5f8b-a0b9-2120c387b628,912b1814-4f48-5f49-b981-8a799c0e211b,2024-10-12 22:40:00,174.7828,-37.0047,175.2789,-37.8043,5655,115700,131.01
aaeedcb8-329d-4d22-ada7-9a7dd3ced06e,72f2558d-4c01-5569-944a-fbd5c769dfef,6022acd3-ef40-5b96-adaf-f04af2add37c,2024-10-12 3:11:00,-117.8626,33.6776,-117.7217,33.5016,1623,30056,144.31
b9218383-2e77-4923-9b69-4d3b0f0d3639,35ac6be5-4430-574f-9319-eb9f79805427,ca4ed9af-8061-5cff-9391-821a13190d58,2024-10-12 21:30:00,-122.3816,37.6193,-122.0264,37.3202,2186,52284,141.91
db0d1d7e-fcaf-4946-9644-97b669b1061e,1bb3cb18-891c-5708-9058-b793b2556e6f,a80a74f6-6153-573d-8e2e-c7affa570255,2024-10-12 9:50:00,77.0862,28.5556,77.1281,28.5464,848,5888,33.99
8dda7cc6-0bde-499b-9d7e-95ae4e260d40,1bb3cb18-891c-5708-9058-b793b2556e6f,d9a021b5-3c6b-52ff-b12a-421fc085651c,2024-10-12 22:05:00,78.4296,17.2368,78.3820,17.4377,2343,32459,38.35
bd30e93a-eded-486a-81ca-26a2dae2d0ba,29be0c8e-49ac-5028-8a50-98144a3d99e4,a9d1d901-e896-5571-bce9-cb87f4156b81,2024-10-12 1:19:00,-104.6738,39.8517,-104.9984,39.7465,1908,41436,128.85
c5b82d98-76c4-421d-8d5f-c6c8d98bd18b,35ac6be5-4430-574f-9319-eb9f79805427,88ab6e22-1bec-5266-acf7-48eb5b2a0d2a,2024-10-12 22:50:00,-73.7626,40.9142,-73.7861,40.6452,2264,38444,154.53
d5033180-7d82-438f-89c2-15474e6f5d5e,f82b285d-d2b2-5d98-bb90-2421508b9c0f,cabd7078-5a2a-5a6a-ac1b-ce9a4cd3c5c6,2024-10-12 19:30:00,-6.2581,53.3643,-6.3817,53.3730,1407,10381,156.63
db9ea6d9-7809-4b5d-8ea8-60b860df4e6a,47c1e1db-264b-52ec-8cf8-14b10de1eaad,0de477ff-e0c3-51a7-bd16-88a0e1dce69d,2024-10-12 14:40:00,103.8575,1.3101,103.9901,1.3611,1391,20182,44.62
503c1fc2-f7ad-46a6-9176-7336e884700d,4d46b3a3-75d9-5cb8-9ec1-1fce5c6e2c33,eb01ea75-940e-57f6-8f1c-8447d28cec66,2024-10-12 6:45:00,-0.4542,51.4716,-0.0740,51.5068,4149,33174,154.75
50e3c295-e187-44d1-ace4-6cbedd59af33,35ac6be5-4430-574f-9319-eb9f79805427,6dca09c0-b2c1-54fd-810e-0bc4466b2a7f,2024-10-12 21:30:00,-122.3816,37.6193,-121.9742,37.3906,2023,49144,141.91
5316241f-a15b-4a6b-b286-f738122c299d,1a402952-703e-51a8-b89d-4846ae9f8429,c72950f1-d808-53f0-8451-065d78b8f04e,2024-10-12 15:30:00,-76.6690,39.1798,-77.1143,38.8806,3263,64461,144.52
57b8209c-8660-4d7b-b347-04e6f1325a8d,16c8fdff-aecc-5acb-8142-6bc623a67cc8,8ad78d44-2766-57d1-a404-bab1a6811b3d,2024-10-12 7:20:00,-9.1281,38.7699,-9.1412,38.7148,1303,8054,42.69
57f2dfda-9eb7-4e31-9219-1ce893d0125e,73f2c75d-17e1-5e6e-b8b4-8422298c10a4,ef6a1b26-675e-5cec-88ab-78d598c09e0a,2024-10-12 11:45:00,12.3396,45.5048,12.3400,45.4360,3134,13330,299.65
598a3c5b-8205-434d-b9e0-3d884755dbca,1d021f8a-e1e5-5994-a406-e9ba0a5e0f7f,26edee84-cc6b-5766-9f22-fcfcb1a6da5e,2024-10-12 17:25:19,55.1870,25.1366,55.1852,25.1412,506,1836,22.07
876fb481-3d37-44e2-a825-1c85179d6d28,35ac6be5-4430-574f-9319-eb9f79805427,2102037f-61f0-5b39-9c1d-f15a4c30d6ac,2024-10-12 12:30:00,-77.2312,39.0139,-77.4477,38.9531,2004,38304,110.55
900ca945-03fd-4754-ba77-2a73116a6377,9d13fe7f-ffe2-585a-94cf-55facdcb3ef2,4fa6df77-5084-592c-a3f8-917f02817291,2024-10-12 14:15:00,-0.4542,51.4716,-0.1191,51.5115,3165,28193,149.57
9461738d-0a42-415c-8480-3a8352730fbf,cf3f0951-3ebb-54d8-9210-4ad40a0ad3ca,4cbf3d10-5709-5e9d-90f7-fdecaa61370c,2024-10-12 13:15:00,23.9500,37.9349,23.6970,37.9406,2888,37243,183.16
973ec69d-730e-4a1c-8234-c26b3aa2128d,35ac6be5-4430-574f-9319-eb9f79805427,a87dce91-9c49-5a81-a922-36dbb3291b0a,2024-10-12 21:15:00,-87.9047,41.9770,-87.6883,42.0653,2167,28034,127.05
9b8d39e4-ee3f-4c61-afa8-fd356bdbfde0,35ac6be5-4430-574f-9319-eb9f79805427,a1b00c13-3da4-5d54-ba9a-00eebd942d3e,2024-10-12 23:30:00,-73.4656,40.8822,-73.7861,40.6452,3044,56357,154.53
a0b718b8-049e-42da-a849-6b0e979ccf24,1bb3cb18-891c-5708-9058-b793b2556e6f,c57fcbdc-15d2-59a8-a95b-6345d3e52d58,2024-10-12 21:35:00,72.8744,19.0996,72.8207,18.9146,3497,26262,35.93
7343c2f4-f73b-455d-bbbd-197e86bf0c45,9141c4d8-c1e1-52f7-8d51-33069729c9ed,e8b1682a-e3f7-518e-80c0-8911da575475,2024-10-12 16:30:00,-96.8059,32.7925,-96.7596,32.7796,892,5706,93.31
83202d42-b97b-44f3-a715-b50ff859a732,4cb0c5db-5a63-5c29-8770-774e38b784f5,370b32e1-81b9-5663-ad73-10f2e842a04f,2024-10-12 14:10:00,106.8989,-6.1436,106.6543,-6.1266,2473,33724,73.91
90052641-afca-469c-900a-651e82fb8dd7,f3b4aa7c-0f8a-5695-9ab0-2495baf8195b,f6171523-3ba1-5637-8bd1-486da0cf1adb,2024-10-12 14:35:00,-73.7861,40.6452,-73.9721,40.7565,2478,29001,220.75
9b8155cd-7214-44a1-9c91-09cbd6885dfb,47c1e1db-264b-52ec-8cf8-14b10de1eaad,d779a36a-65d4-514f-8043-0809d518b93f,2024-10-12 10:00:00,103.8371,1.2431,103.9901,1.3611,1693,28878,44.62
acd0fa96-d3e3-439d-925e-b5f1e34388f3,35ac6be5-4430-574f-9319-eb9f79805427,79299941-d808-5d1b-a0f9-edac07f498da,2024-10-12 0:00:00,-73.9558,40.7693,-73.7861,40.6452,2094,29543,154.53
bf5db7d5-3abd-459c-84e0-e29889418ad6,a67fd6fb-a076-56dd-87d0-cf538877951b,59bf8040-cd0b-5bd1-baf4-07c9d76951fb,2024-10-12 9:35:00,-0.4542,51.4716,-0.4294,51.2650,2195,35920,254.45
c600673f-1420-4f62-829a-e9db4d08a6de,1bb3cb18-891c-5708-9058-b793b2556e6f,b77a33d4-0564-520a-8ba9-8f248dc40815,2024-10-12 18:45:00,77.6719,12.9042,77.7095,13.1994,5774,49256,40.09
78319093-3fdd-4795-9f16-fbf1f19eb9fc,47c1e1db-264b-52ec-8cf8-14b10de1eaad,b721df5d-aba8-5103-9a96-6bb2592cfd3d,2024-10-12 22:40:00,103.8531,1.2864,103.9901,1.3611,1411,21267,51.10
89a9ecf0-c9e5-478d-b4a7-b9cb60dabce3,494d2833-01ba-5086-b88b-0f1aea804b9c,null,2024-10-12 23:00:00,-118.4134,34.1783,-118.4091,33.9438,2283,36708,174.05
964da563-6fb1-4299-b493-7ad967f40bb5,0c0660b0-0b8d-51fe-95f7-ccc585ab00a4,e83ff5e5-a250-5b0e-bddd-881ff424cb18,2024-10-12 14:00:00,55.2178,25.0397,55.2807,25.2158,1469,25296,55.07
9eca4146-784a-4d41-9327-4ff08d419af2,47c1e1db-264b-52ec-8cf8-14b10de1eaad,2281568f-a5a3-587d-9320-8e115edac476,2024-10-12 1:05:00,103.9901,1.3611,103.8951,1.3121,1208,15445,44.62
a9a2d61c-e991-46ce-adcc-022421a7706b,704de833-9bcc-518e-a110-47e8c64c9e7e,null,2024-10-12 15:25:00,4.4835,50.8972,4.3575,50.8325,1732,14006,103.78
ba7f36b3-3d1d-4285-9dc6-1ec317f93e53,c2412209-f4e1-5f9f-b71f-c5a3a8bd04b1,0b159db1-e52b-5f5c-87d8-9b315d19f4f3,2024-10-12 10:45:00,-74.0088,40.7266,-72.5118,41.3935,8076,179563,412.77
d296f5c4-6825-44c9-abcb-23e3babaed82,0fb7889f-3366-5c20-aabb-96736ca8eb97,e23db4cb-fd1b-5693-bb68-1e18d9f780c0,2024-10-12 6:05:00,-0.4542,51.4716,-0.3397,51.7478,2087,42794,194.00
d998ffaf-35b5-41e0-b3d9-fd0eb56a0ac1,f1504639-c552-5ff6-aacc-edab22e03ce1,3827d806-1d34-57e6-b2ec-025532e3621b,2024-10-12 12:30:00,103.8577,1.2912,103.9901,1.3611,1191,19302,66.64
0278108e-7125-4461-b302-3171b62e124c,256d19a5-54dd-5c1b-afe0-c700f396d730,5e2bd1c8-f1ac-5306-bdd2-a8cf5e5db657,2024-10-12 16:00:00,-122.3016,47.4435,-122.2415,47.5872,1313,28049,118.97
05e0b331-819b-4191-9661-870a0b4a314b,355eebac-36b9-5716-82e6-3637c02aab17,d4b89d61-1d59-50f4-94ce-737140c802a7,2024-10-12 15:15:00,-0.4542,51.4716,-0.0753,51.5105,3667,31046,150.91
122d8062-a92d-4e41-8523-2153bf890754,a8a51af1-922f-5e1f-7f99-311d6f197995,7eb9bbbc-124a-5638-8324-08810f53e3a9,2024-10-12 10:30:00,28.9733,41.0299,28.7428,41.2592,2250,38826,0.00
1b60b7e0-bcd7-4e94-afe2-a7877d5e6451,9a218d75-a6a6-5823-9b21-08d27129ee1c,7f713765-6bcd-5753-8a80-891e7b4d560e,2024-10-12 12:45:00,-96.6546,33.1285,-96.7615,32.7753,1976,46093,171.87
216c0312-7a55-4d92-a4bc-57d8ff2d9b38,88c580e9-5a72-5d1a-a40b-15fb98cd00ff,758254b6-c487-5b49-bb63-31de8580c6d0,2024-10-12 0:30:00,-122.2647,38.3487,-122.3816,37.6193,4881,100958,232.53
38a47d18-1fc8-42a6-89b5-2fe8d815794c,35ac6be5-4430-574f-9319-eb9f79805427,6dca09c0-b2c1-54fd-810e-0bc4466b2a7f,2024-10-12 21:05:00,-122.0509,37.3015,-122.3816,37.6193,2240,51777,141.91
50688511-2152-4dd4-a6c1-a405c6157b3a,1ab9f50e-91d8-5f11-9334-ba06772a4da4,bb1f09e2-d25f-59f4-8132-49eb309a2cb2,2024-10-12 20:25:00,-77.4477,38.9531,-77.1060,38.8815,1614,34700,146.38
68476f96-14dd-46a3-bf2a-6c95f0690038,47c1e1db-264b-52ec-8cf8-14b10de1eaad,a00de1c7-53f9-5c6a-9a65-c70b236af77b,2024-10-12 6:20:00,103.9901,1.3611,103.8044,1.2891,1848,29442,44.62
6cd27b71-4918-4750-9815-74175486bbae,1bb3cb18-891c-5708-9058-b793b2556e6f,ddc47b19-4c34-5ef5-9310-4edc00d2722e,2024-10-12 10:50:00,77.6888,12.9200,77.7095,13.1994,4601,49427,40.09
542f95c6-3520-41df-8827-c3c81f1fd035,4875f6ed-cd36-5056-95cc-552f51e9e193,f4f9f1c7-262d-534b-bc50-521477695e67,2024-10-12 13:55:00,-79.6113,43.6814,-79.5706,43.5798,1221,19211,103.19
63decefa-bb52-4859-b42a-ed9c662ed772,1bb3cb18-891c-5708-9058-b793b2556e6f,eb40a60f-420d-5f7e-9669-a6f4ca32bfac,2024-10-12 1:40:00,72.8674,19.0666,72.8744,19.0996,1355,9736,35.93
74e72c25-040f-4cbf-84d4-cad08dbcfc83,35ac6be5-4430-574f-9319-eb9f79805427,6985b608-21a3-53ff-ac47-655addb52004,2024-10-12 14:25:00,-80.2871,25.7959,-80.1288,25.7959,1687,23670,146.28
a4e6edd3-b7a2-4b61-b3b5-41b0a721974b,47c1e1db-264b-52ec-8cf8-14b10de1eaad,f533dfec-1bc8-520a-984b-f80550f0e3b1,2024-10-12 7:20:00,103.9901,1.3611,103.8300,1.3075,1680,22643,51.10
879619cb-78e6-47f9-a3f3-b64b670d4e2c,bc27e308-e0e3-5f88-a4b4-92cd1d1d308c,6011cbf9-dc6e-575c-826b-2f186e8eea4d,2024-10-12 5:11:00,-118.4081,33.9435,-118.3956,33.9462,447,1967,96.09
c6501aa1-1220-40d0-a778-ceb00af4fcc4,1bb3cb18-891c-5708-9058-b793b2556e6f,be6bfe26-1f95-538d-bbe9-441b6e40c2f2,2024-10-12 0:30:00,73.0082,19.0369,72.8744,19.0996,3421,24537,35.93
d80268d7-0fc8-4756-9962-aebfef36109c,1bb3cb18-891c-5708-9058-b793b2556e6f,839700ec-245d-5cec-7f76-aba2657f33ce,2024-10-12 3:25:00,80.1638,12.9818,80.2617,13.0341,2056,14361,36.69
e755aba7-c9f7-4744-b4ec-968c75414137,1bb3cb18-891c-5708-9058-b793b2556e6f,69399c2d-9e4e-5845-85f8-2f6f7b843ee6,2024-10-12 12:50:00,72.8744,19.0996,72.9413,19.1204,2070,11959,35.93
f48d143a-723b-4ecb-8401-d2bde99be52b,37806b21-97a2-5a64-ae68-2a4a5d0e3722,1852d146-6ae4-590d-a5f9-3db37f70cf5e,2024-10-12 7:30:00,-2.3601,51.3917,-0.4542,51.4716,6848,163047,354.82
fddc65a8-9bc7-4e3a-aaa3-62c77a2d8598,1bb3cb18-891c-5708-9058-b793b2556e6f,0cc5fe6a-e2d1-5580-8e62-3919a89c3d44,2024-10-12 2:30:00,77.0378,28.4237,77.0862,28.5556,1997,20481,33.99
fe490e86-6fdf-4128-b172-b0800c14cfff,a8a51af1-922f-5e1f-7f99-311d6f197995,1dffc77e-c087-5f1c-b369-74d2e49a2176,2024-10-12 19:00:00,54.6128,24.4535,54.6461,24.4267,718,6928,0.00
0b7d2989-8ca9-4915-8bf1-d14fc7bedd29,a42c7afb-17df-59f0-afc4-d079e137360b,e3d01a26-40d4-5da8-a33a-a1ed3d475d4a,2024-10-12 8:45:00,-9.2851,38.7506,-9.1281,38.7699,1123,16678,43.90
247a3664-044e-477d-a21b-ce5f66a5fc56,39c847c3-1cfd-563f-9127-12c616ceff66,null,2024-10-12 13:55:00,2.0764,41.3032,2.1724,41.3893,1420,14287,78.52
